term,weeb_freq,non_weeb_freq,specificity,similarity,combined_score
animeillustration,0.00018507693051636874,0.0,14.431112491561485,0.8890506029129028,10.36849392496691
promosky looking,0.0002703031314196248,0.0,14.809884780124694,0.0,10.366919346087284
yiff yiffing,0.0002700203207425506,0.0,14.80883796049439,0.0,10.366186572346072
mdni,0.0002672818505269095,0.0,14.798644467689277,0.0,10.359051127382493
some,0.0002643319054572714,0.0,14.787546281439527,0.0,10.351282397007669
matcha,0.0002635444745442467,0.0,14.784562889006867,0.0,10.349194022304806
fall color,0.00026281848545962275,0.0,14.781804377013058,0.0,10.347263063909141
moots promosky,0.00025316789559930663,0.0,14.744393654570308,0.0,10.321075558199215
lewd lewdtuber,0.0002524198071511541,0.0,14.741434370971856,0.0,10.319004059680298
color black,0.000251824116587539,0.0,14.739071662860106,0.0,10.317350164002073
sailorsaturn,0.00024842977309133296,0.0,14.72550097684701,0.0,10.307850683792907
sailorsaturn ai,0.00024842977309133296,0.0,14.72550097684701,0.0,10.307850683792907
saturn sailor,0.00024842977309133296,0.0,14.72550097684701,0.0,10.307850683792907
sailormoon sailorsaturn,0.00024842977309133296,0.0,14.72550097684701,0.0,10.307850683792907
sailor saturn,0.00024842977309133296,0.0,14.72550097684701,0.0,10.307850683792907
juice color,0.0002476385072578309,0.0,14.722310826551597,0.0,10.305617578586117
sushi season,0.00024731457318767224,0.0,14.72100187829645,0.0,10.304701314807515
kiere lassiter,0.0002462032191080828,0.0,14.716498066984496,0.0,10.301548646889147
games pokémon,0.0002462032191080828,0.0,14.716498066984496,0.0,10.301548646889147
kiere,0.0002462032191080828,0.0,14.716498066984496,0.0,10.301548646889147
lassiter,0.0002462032191080828,0.0,14.716498066984496,0.0,10.301548646889147
tea season,0.0002453755253326962,0.0,14.71313057304718,0.0,10.299191401133026
honkai star,0.0002424205882020066,0.0,14.701014969897477,0.0,10.290710478928233
winter color,0.00024150771296060078,0.0,14.697242196349231,0.0,10.28806953744446
finalfantasy tifa,0.00023213399946482853,0.0,14.65765559159081,0.0,10.260358914113567
tifa lockhart,0.00023213399946482853,0.0,14.65765559159081,0.0,10.260358914113567
color yellow,0.00021967495127266226,0.0,14.602489786760417,0.0,10.22174285073229
drink dr,0.00021843685435852226,0.0,14.596837806471681,0.0,10.217786464530176
baking cooking,0.00021592214303644,0.0,14.585258728907446,0.0,10.209681110235211
crowe tales,0.00021283887142279907,0.0,14.570876249061586,0.0,10.199613374343109
velvetcrowe talesofberseria,0.00021283887142279907,0.0,14.570876249061586,0.0,10.199613374343109
velvetcrowe,0.00021283887142279907,0.0,14.570876249061586,0.0,10.199613374343109
velvet crowe,0.00021283887142279907,0.0,14.570876249061586,0.0,10.199613374343109
talesofberseria,0.00021283887142279907,0.0,14.570876249061586,0.0,10.199613374343109
crowe,0.00021283887142279907,0.0,14.570876249061586,0.0,10.199613374343109
talesof ai,0.00021283887142279907,0.0,14.570876249061586,0.0,10.199613374343109
berseria velvetcrowe,0.00021283887142279907,0.0,14.570876249061586,0.0,10.199613374343109
berseria talesof,0.00021283887142279907,0.0,14.570876249061586,0.0,10.199613374343109
iced tea,0.00020911133258319565,0.0,14.553207652110759,0.0,10.187245356477531
tea colour,0.00020777692034978828,0.0,14.5468058591066,0.0,10.18276410137462
helluwaboss,0.0002061652079352853,0.0,14.539018684667575,0.0,10.177313079267302
helluwaboss gay,0.0002061652079352853,0.0,14.539018684667575,0.0,10.177313079267302
furry helluwaboss,0.0002061652079352853,0.0,14.539018684667575,0.0,10.177313079267302
animated shows,0.00020471651057695617,0.0,14.531967007306113,0.0,10.172376905114279
tanlines,0.0001935802203979958,0.0,14.476032890815064,0.0,10.133223023570544
nsfwsky nsfwart,0.0001929777890910975,0.0,14.472915990023246,0.0,10.131041193016271
otaku ecchi,0.00018507693051636874,0.0,14.431112491561485,0.0,10.101778744093039
illustration animeillustration,0.00018507693051636874,0.0,14.431112491561485,0.0,10.101778744093039
aiart aiwaifu,0.00018507693051636874,0.0,14.431112491561485,0.0,10.101778744093039
aiwaifu animewaifu,0.00018507693051636874,0.0,14.431112491561485,0.0,10.101778744093039
ecchi aiart,0.00018507693051636874,0.0,14.431112491561485,0.0,10.101778744093039
animewaifu art,0.00018507693051636874,0.0,14.431112491561485,0.0,10.101778744093039
waifu animewaifu,0.00018507693051636874,0.0,14.431112491561485,0.0,10.101778744093039
animeillustration otaku,0.00018507693051636874,0.0,14.431112491561485,0.0,10.101778744093039
skyla,0.00017993778747404872,0.0,14.402952093727565,0.0,10.082066465609294
pokemon skyla,0.00017993778747404872,0.0,14.402952093727565,0.0,10.082066465609294
adoptables commissions,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
adoptables,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
adoptable series,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
invite ktfckej,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
discord shop,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
anime adoptables,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
ktfckej anime,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
ktfckej,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
shop discord,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
discord com,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
artist gallery,0.00017647628195626176,0.0,14.383527426116768,0.0,10.068469198281736
yiff pokemon,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
hypnosis,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
hypnosis hypno,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
hypno mindcontrol,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
tanlines latina,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
redhead tanlines,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
mindcontrol breeding,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
skyla redhead,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
mindcontrol,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
latina hypnosis,0.0001650869383128822,0.0,14.316813211721508,0.0,10.021769248205056
hentaicommunity,0.004917835985410306,9.338246903846587e-06,6.2664946471454535,0.7616601586341858,4.615044300592072
rule34,0.005867793470389293,9.119622605559775e-06,6.466794572207197,0.0,4.526756200545038
nsfwsky,0.00559399203670517,8.749493958232074e-06,6.460441173575744,0.0,4.522308821503021
goonette,0.005390606119064012,1.1056792640067962e-05,6.189359126814936,0.0,4.3325513887704545
boobs pussy,0.005070551801911648,1.2854243321197152e-05,5.977523191172508,0.0,4.184266233820755
aiart aiartcommunity,0.0032237862859479287,1.2082244487625207e-05,5.5865665901940895,0.0,3.9105966131358625
ai aiart,0.003202971321580547,1.2091289452722668e-05,5.579340643371264,0.0,3.9055384503598845
onepiece,0.002096407791841013,8.17073114361688e-06,5.547409996531333,0.0,3.883186997571933
freeuse,0.00504340193700564,2.03974497014392e-05,5.510421359731297,0.0,3.857294951811908
stablediffusion,0.0032525494741539335,1.8837248568177925e-05,5.151352927060733,0.7828185558319092,3.8407926156920857
r34,0.005370465892771946,2.258578947727983e-05,5.471344608918167,0.0,3.8299412262427164
pantyhose,0.0021906247623064627,1.4148600124534842e-05,5.042319351488109,0.8398849368095398,3.7815890270845376
lewdtuber,0.005451075792123172,2.5361383118175314e-05,5.370336669136094,0.0,3.7592356683952657
sailor,0.002057046114585494,1.0555206671275416e-05,5.272397620908696,0.0,3.690678334636087
forge,0.0030343503620572708,2.237200048023078e-05,4.909937996504317,0.824122965335846,3.6841934871537756
tits boobs,0.0050962804031333365,2.6422134345831577e-05,5.2620603737613685,0.0,3.683442261632958
sex boobs,0.002196329828661081,1.275563230996085e-05,5.148562268576691,0.0,3.603993588003683
dandadan,0.0056229657509488705,4.420158911887099e-05,4.845851531459476,0.5752254724502563,3.56466371375671
sailor moon,0.0017123596966988138,1.0637828255624138e-05,5.081201944106749,0.0,3.5568413608747242
animestyle,0.0015194612748555146,1.4026525757235805e-05,4.685153829182558,0.8824812173843384,3.544352045643092
naruto,0.002481059907690837,2.157203560139834e-05,4.745038706849806,0.6156185269355774,3.5062126528755373
faves,0.0022786027288481626,1.60231896835355e-05,4.95727447065405,0.0,3.470092129457835
goonsky,0.0054160393021441995,3.821652728128822e-05,4.9538493996489885,0.0,3.467694579754292
gooner,0.005448148220601668,4.0307438137503626e-05,4.906492570219537,0.0,3.434544799153676
gag,0.005319213503010838,4.115240594069962e-05,4.861795929449199,0.0,3.403257150614439
bondage,0.005193610125877585,4.1179020940569415e-05,4.837252991641214,0.0,3.3860770941488494
season fall,0.0012673463148935985,1.0840262493922567e-05,4.7614041205907345,0.0,3.332982884413514
aiartcommunity,0.00354479728057027,3.0506168644965928e-05,4.755304089096822,0.0,3.3287128623677753
rewatched,0.001105475623092035,9.806846248932517e-06,4.724940104433342,0.0,3.3074580731033394
hentai nsfw,0.0008927638550816864,8.014975543876837e-06,4.7129980065904205,0.0,3.299098604613294
madoka,0.000745222828327704,9.347761769125768e-06,4.378535776919515,0.5603448152542114,3.2330784884199235
favs,0.001665507298455578,1.6658035423114666e-05,4.604986388712359,0.0,3.2234904720986512
kaisen,0.0008314980237828966,8.531602672549842e-06,4.579440090709542,0.0,3.2056080634966793
gooning,0.005525065235933098,8.033202502826504e-05,4.230880748256788,0.7343983054161072,3.1819360154045837
goon,0.007019844583467934,7.677261427270698e-05,4.51564707779474,0.0,3.160952954456318
gundam,0.0013348774101346642,1.4802744462422283e-05,4.501775458206502,0.0,3.1512428207445513
frieren,0.0013999051808105962,1.9705565504303834e-05,4.263253673301587,0.5550767779350281,3.150800604691619
jujutsu,0.0007603634424485383,8.638881852892297e-06,4.4775119294650185,0.0,3.1342583506255126
yu,0.0012893192940946433,1.4908329107265612e-05,4.459942991754282,0.0,3.1219600942279975
dildo,0.005044538487775568,5.976318143989746e-05,4.435670019670736,0.0,3.104969013769515
jujutsu kaisen,0.0007263764387949043,8.696723568393438e-06,4.425110676939485,0.0,3.097577473857639
webcomic,0.001156348207135149,1.7592021234891768e-05,4.185571162892265,0.5067899823188782,3.081936808720249
lewd,0.007511318310608059,9.545419583460022e-05,4.365518728075755,0.0,3.0558631096530284
volumes,0.001237962036167699,1.5734739350999676e-05,4.365344547293827,0.0,3.0557411831056784
dbz,0.0013574699551152597,2.2418417901040153e-05,4.1034906833677525,0.5901755094528198,3.0494961311932727
alchemist,0.0007097841777766713,9.180039033811521e-06,4.347918739937977,0.0,3.0435431179565833
jjk,0.0020876530483008963,3.4638122900779515e-05,4.09883803805179,0.5600271821022034,3.037194781266914
hentai,0.008239844151318329,0.000107983843075517,4.334754180341575,0.0,3.034327926239102
berserk,0.001151812699960546,1.9957072296286395e-05,4.055503735692368,0.534460723400116,2.9991908320046923
luffy,0.0013826979785878902,1.976658999714226e-05,4.2477938011560425,0.0,2.9734556608092295
promosky,0.004482572809330765,6.545294322975232e-05,4.226619482382766,0.0,2.958633637667936
monster hunter,0.0006342201007075377,9.363744703857647e-06,4.215540248753385,0.0,2.9508781741273693
manhwa,0.001102095809934098,2.07755895342015e-05,3.971185487767817,0.5409804582595825,2.942123978915346
slice life,0.0007568117458685401,1.1993022647683791e-05,4.144781297386749,0.0,2.901346908170724
nsfwart,0.005965625222687915,9.478561946934216e-05,4.14215040160052,0.0,2.899505281120364
cosplay,0.0030272853649558327,6.448416060425254e-05,3.849000438420274,0.5672324299812317,2.864470035888561
rope,0.005099177976259372,8.548915680698858e-05,4.088443927539066,0.0,2.861910749277346
vtubers,0.0013223173453107513,2.3263176163455772e-05,4.04026512978439,0.0,2.8281855908490727
magica,0.0005411254945166464,9.596251718175362e-06,4.032268407541801,0.0,2.822587885279261
nsfwbsky,0.00540309559797178,9.595034021082181e-05,4.030895535331712,0.0,2.8216268747321984
spy,0.0006508731337643277,1.2089679196092977e-05,3.9859544967372313,0.0,2.7901681477160616
madoka magica,0.0005051124863678548,9.692571549296496e-06,3.9534112581441425,0.0,2.7673878807008996
bl,0.0015759704006451502,3.885732202685948e-05,3.702727450648249,0.5755599141120911,2.7645771896874014
aiart,0.0043662867180952695,8.701812044256987e-05,3.9155507014135105,0.0,2.740885490989457
panel,0.0013184137545409064,2.683274052816242e-05,3.8945581375243488,0.0,2.726190696267044
shoujo,0.0013385410528878833,3.5237357841356225e-05,3.637225947989408,0.5563499331474304,2.7129631435368142
artmoots,0.0007678313871960118,1.604291347887442e-05,3.868296833818282,0.0,2.707807783672797
bleach,0.0024283647035691766,6.91346214485424e-05,3.558916303742347,0.575657844543457,2.6639387659826794
punch man,0.0005866431888395627,1.314201769205595e-05,3.7985947861512157,0.0,2.659016350305851
digitalart art,0.0005861370493411682,1.3188243623535812e-05,3.794220424794328,0.0,2.6559542973560295
looking mutuals,0.0007914886181922565,1.8067703691098544e-05,3.779784072785359,0.0,2.645848850949751
ghoul,0.00046748128393335806,1.0700749808121043e-05,3.7770363678386025,0.0,2.6439254574870215
color blue,0.000586807333421607,1.3649611731003818e-05,3.760978311114386,0.0,2.63268481778007
hunter hunter,0.0004180754749373714,9.880308152498463e-06,3.745108395579624,0.0,2.6215758769057365
tags,0.0038679934642173635,9.15973868752275e-05,3.7430873572752463,0.0,2.6201611500926725
alchemist brotherhood,0.0004136493772686829,9.82824011963965e-06,3.739748880662954,0.0,2.6178242164640677
time favorite,0.0004446434609549741,1.0632138560944119e-05,3.733382215415755,0.0,2.6133675507910286
post favorite,0.0007469602411939897,1.8148020865573354e-05,3.717445071178691,0.0,2.6022115498250837
mha,0.0012560813538320791,3.071361929972971e-05,3.711042759204336,0.0,2.597729931443035
youtuber,0.0005597033302173586,1.387553843358679e-05,3.6972723827444884,0.0,2.5880906679211417
commissionsopen,0.00047988288679037903,1.1971803396298909e-05,3.6909797758418357,0.0,2.5836858430892846
mangas,0.0005498224049417583,1.8267424821767814e-05,3.4044706243778258,0.5681857466697693,2.5535851610654086
ecchi,0.0016435365044308245,4.300996971927399e-05,3.6431713973031004,0.0,2.55021997811217
crunchyroll,0.0009884661012352378,2.6111835451588777e-05,3.6337619432576864,0.0,2.5436333602803805
gooner goonette,0.0006018779418477415,1.6142787429129583e-05,3.6185752906962145,0.0,2.53300270348735
evangelion,0.0008189310567671504,2.7943371311204694e-05,3.3778164349049584,0.5550097227096558,2.530974421246367
cowboy,0.0008297094288419259,2.362901806949669e-05,3.5585959062782417,0.0,2.491017134394769
aiartwork,0.0008508845971280263,2.4429231576451397e-05,3.5504921042293427,0.0,2.4853444729605396
lesbian,0.005492644900907828,0.0001598974188529736,3.536632100858885,0.0,2.475642470601219
phantom,0.00031494761230758836,9.169224886964307e-06,3.5365429707380494,0.0,2.4755800795166345
ff7,0.000559989297403634,1.6304386061564887e-05,3.5364775618941975,0.0,2.475534293325938
shojo,0.0005021485691036708,1.4628219486700822e-05,3.535936888626907,0.0,2.4751558220388348
intros,0.0004268117161973795,1.253944233740938e-05,3.527456166285807,0.0,2.4692193164000646
chapters,0.001069022515573193,3.15520814346122e-05,3.522857337882741,0.0,2.4660001365179185
oshi,0.00045744145637922337,1.35179627143752e-05,3.5216223609453152,0.0,2.4651356526617203
lain,0.0003735444214367121,1.1113650537864663e-05,3.514854069253272,0.0,2.46039784847729
cartoon,0.0018133634741270385,6.862515372614961e-05,3.2742781308437428,0.5531081557273865,2.4579271383088357
tits,0.005357297026607369,0.0001612184551086054,3.50345392987416,0.0,2.452417750911912
ito,0.0006068052330119628,1.855096358275685e-05,3.4876809127757507,0.0,2.441376638943025
pet,0.005244126734980583,0.00016164350394988063,3.479470095164023,0.0,2.435629066614816
loli,0.00039971769219038683,1.2336813347192336e-05,3.4781629253384305,0.0,2.434714047736901
ash,0.0004436391642250027,1.387234597495424e-05,3.4651071954278936,0.0,2.4255750367995255
filler,0.0004583264160162662,1.4392636708959426e-05,3.4608581630548643,0.0,2.422600714138405
yuri,0.002460049830003361,9.81252204595853e-05,3.2216914835423576,0.5502173900604248,2.4202492554977773
chainsaw man,0.0008676586981822219,2.736231045993666e-05,3.456628357249039,0.0,2.419639850074327
hatsunemiku,0.00039804446946596574,1.263939173998693e-05,3.449737805131395,0.0,2.4148164635919764
star rail,0.0002946798074350833,9.429009869257732e-06,3.4420880090083776,0.0,2.409461606305864
live action,0.0010234756248420345,3.299719030751577e-05,3.4345342408285178,0.0,2.404173968579962
genshin impact,0.000648240791084112,2.1028089040799774e-05,3.4283984998991786,0.0,2.3998789499294246
da dan,0.0007849621412269374,2.5594683596949743e-05,3.4232470512993927,0.0,2.396272935909575
dan da,0.0007849621412269374,2.5594683596949743e-05,3.4232470512993927,0.0,2.396272935909575
boobs,0.007043065428799543,0.00023015504280407773,3.4210451833472195,0.0,2.3947316283430533
want watch,0.000541821591001479,1.7752279988351418e-05,3.418417373136861,0.0,2.3928921611958023
nude,0.005500488936961515,0.0001867306419912371,3.382924586251008,0.0,2.368047210375705
started watching,0.0005418162558580186,1.8425022818054074e-05,3.3812120133040597,0.0,2.3668484093128415
video games,0.00347713448798669,0.00011873818008676129,3.3770420952986187,0.0,2.363929466709033
boruto,0.00041470969948834727,1.4183282455784717e-05,3.375507967542374,0.0,2.3628555772796616
onepunchman,0.0005822122989265882,1.9916017175345426e-05,3.3753060155233725,0.0,2.362714210866361
doujinshi,0.0005548601683626396,1.9244845480981044e-05,3.3614678594923544,0.0,2.353027501644648
2danimation,0.000427744067582522,1.4901674129887919e-05,3.3570450025880283,0.0,2.3499315018116196
gamergirl,0.000293175255111037,1.0215395396963792e-05,3.3568651875017137,0.0,2.3498056312511992
basket,0.00046529301500799184,1.6278343366451306e-05,3.3528258221615626,0.0,2.3469780755130936
releasing,0.00040261875096848666,1.4331231610191608e-05,3.335542173010919,0.0,2.334879521107643
mutuals promosky,0.00030709164789999765,1.1153676081000818e-05,3.315368453487688,0.0,2.3207579174413815
yakuza,0.00046038856017210233,1.676231695004302e-05,3.3129317520758095,0.0,2.3190522264530666
cartoons,0.00190552389570006,6.961319837237235e-05,3.309556695439755,0.0,2.316689686807828
tagged,0.0007465772690944126,2.761670100993662e-05,3.2970749343012202,0.0,2.307952454010854
bnwo,0.00035784998990843065,1.3317363515490944e-05,3.291037935216893,0.0,2.303726554651825
genshin,0.0015944828611681081,6.035392598133046e-05,3.2740771445274564,0.0,2.2918540011692192
wanna moots,0.0005160486968160302,1.9594062405428402e-05,3.2709696430666173,0.0,2.289678750146632
mononoke,0.0004705367073977578,1.7885695986256026e-05,3.2698673088321155,0.0,2.2889071161824806
premiere,0.0003495760249928691,1.3317268335139757e-05,3.267652275939575,0.0,2.2873565931577025
femsky,0.0003737841089283367,1.4379538844766017e-05,3.2578654125507938,0.0,2.2805057887855553
bluearchive,0.0007249041983256937,2.826521860551831e-05,3.244404081682225,0.0,2.271082857177557
brotherhood,0.0006547398761452763,2.557445688444247e-05,3.2426401882662512,0.0,2.2698481317863757
nana,0.0004808648707595302,1.880123932124792e-05,3.241658396832828,0.0,2.2691608777829795
january 2025,0.00028926863277435144,1.1468681419500715e-05,3.2277274424154787,0.0,2.259409209690835
art fanart,0.0008372578744891977,3.379690327642365e-05,3.209760098152709,0.0,2.246832068706896
イラスト,0.00047321787161312673,1.9128836302375628e-05,3.2083539320113954,0.0,2.2458477524079767
indie games,0.00028795636862600544,1.1751584884733481e-05,3.198812693351824,0.0,2.2391688853462766
lupin,0.0006304203604365742,2.5928584673097317e-05,3.1910371220957408,0.0,2.2337259854670184
porn,0.006985172382581526,0.0002873743466358968,3.19075890716958,0.0,2.233531235018706
adult,0.0058300421563777394,0.00023985888774304188,3.190728327814946,0.0,2.233509829470462
lord rings,0.00030143606134746864,1.2445504897671964e-05,3.1871907166064366,0.0,2.2310335016245055
zoro,0.0005795201069467753,2.3947003405192618e-05,3.1863531586683784,0.0,2.230447211067865
fighting games,0.0002840395283195598,1.1743474077189763e-05,3.185807560818173,0.0,2.230065292572721
protagonist,0.0008685206783499795,3.655605180861529e-05,3.167942025634748,0.0,2.2175594179443237
solo leveling,0.00024926554364620415,1.0496540918528811e-05,3.1674638762863925,0.0,2.2172247134004746
hololive,0.0003880848287806699,1.63587405207531e-05,3.166455748432229,0.0,2.2165190239025603
idol,0.001026735824640432,5.4991265061338014e-05,2.9269638700675134,0.5532159209251404,2.2148394853248012
metal alchemist,0.000246194998599855,1.0409735444324018e-05,3.163373230306613,0.0,2.214361261214629
japanese,0.00284117655051025,0.0001208983019588526,3.1570230192531405,0.0,2.209916113477198
overlord,0.0003332769122857565,1.4232570004314208e-05,3.1534339863272947,0.0,2.207403790429106
ブルアカ,0.000655585247265256,2.8643526494226183e-05,3.1305975390277676,0.0,2.1914182773194373
art artwork,0.00036251680383265914,1.5893247806010265e-05,3.127170459768402,0.0,2.1890193218378813
furryporn,0.0005507875998824807,2.4249439780114826e-05,3.1229517961732958,0.0,2.1860662573213068
gunpla,0.0003618190912981732,1.6064898290102307e-05,3.11450172936469,0.0,2.180151210555283
asian,0.0016329819458336474,7.251706093347044e-05,3.1143398619378524,0.0,2.1800379033564967
dungeons dragons,0.0002718962521896372,1.212559352725613e-05,3.110094302236553,0.0,2.1770660115655867
nerd,0.0012439053045009084,5.581382680816484e-05,3.103987806387867,0.0,2.1727914644715067
mutuals,0.0022814641212381627,0.00010273572516182773,3.1004118288919598,0.0,2.1702882802243715
gacha,0.0006885707010954574,3.107306622098429e-05,3.0982735224535256,0.0,2.168791465717468
valorant,0.0002859916787644154,1.3174683710822758e-05,3.077658387170896,0.0,2.1543608710196267
slayer,0.0008796326544661641,4.058476667626291e-05,3.0761092407397266,0.0,2.1532764685178085
アニメ,0.00042947787398737736,1.9971407120373186e-05,3.068263843390271,0.0,2.1477846903731894
novels,0.0014331410723105206,8.344009966161498e-05,2.8434937346298965,0.5243607759475708,2.1477538470251987
cg,0.00028880555188214664,1.344704691233122e-05,3.0669870189873922,0.0,2.146890913291174
digitalartist,0.0005427911173816683,3.718000546219666e-05,2.6809509287996023,0.893156111240387,2.1446124835318376
nofap,0.0005216852529923102,2.4624735558367226e-05,3.0533091248940982,0.0,2.1373163874258685
breasts,0.00044188493599901785,2.0924773319318176e-05,3.0501111863739707,0.0,2.1350778304617792
hollow,0.00028999488628873074,1.381660197128728e-05,3.043985486041763,0.0,2.130789840229234
moots,0.002956380257191207,0.00014208056324188965,3.0353259994032777,0.0,2.1247281995822944
resident evil,0.0005030215327951174,2.4176750990707115e-05,3.035237571994862,0.0,2.1246663003964033
trope,0.0004938577166853543,2.381394318657377e-05,3.0319721987621686,0.0,2.122380539133518
realistic,0.0006123763672239101,2.977588610089681e-05,3.023645002801458,0.0,2.11655150196102
neon,0.000541779950386929,2.649351820239681e-05,3.017956226543108,0.0,2.1125693585801755
tagging,0.0007423784843388249,3.646503265232095e-05,3.013502800301512,0.0,2.109451960211058
atelier,0.0003195861157699012,1.5751969859342724e-05,3.010055307053267,0.0,2.107038714937287
animation,0.0038469117442435662,0.000246861993234117,2.746196133316415,0.6143082976341248,2.1066297826117277
tropes,0.0003991602405165963,1.9692623385068806e-05,3.009113995905462,0.0,2.106379797133823
pfps,0.0005391746565622662,2.6699653938128945e-05,3.005385392474208,0.0,2.1037697747319455
color green,0.0005159418720232451,2.5727440757615355e-05,2.998432258907347,0.0,2.0989025812351425
nsfw porn,0.00045346103010102795,2.265206644730612e-05,2.9966540587262958,0.0,2.097657841108407
moe,0.0007309422520988252,3.6617375012266194e-05,2.9938090091307092,0.0,2.095666306391496
drink coffee,0.0003876010741697533,1.94897529447086e-05,2.990082941021058,0.0,2.0930580587147407
adaptation,0.002260268567043712,0.00011386262785555454,2.988245383208114,0.0,2.09177176824568
bleach_anime,0.0006153709372523954,3.1251274516766425e-05,2.9801620387405103,0.0,2.0861134271183572
creampie,0.0006763035209127505,3.435098793322714e-05,2.9800084284027317,0.0,2.086005899881912
webtoon,0.0009676355862121953,6.118003733168991e-05,2.7610330757819517,0.5069124102592468,2.0847968761251403
mecha,0.0009269459143876905,4.7270156248909976e-05,2.9760140612103196,0.0,2.0832098428472237
vtuberen,0.0004404256920983376,2.2502619335991654e-05,2.9741058070130317,0.0,2.081874064909122
fairy tail,0.00036852052292887875,1.8871646828692695e-05,2.971830747758497,0.0,2.0802815234309477
sketchbook,0.000677618755141556,3.5260297138884825e-05,2.955824529248312,0.0,2.0690771704738182
samurai,0.0007714462957236085,4.024144869215292e-05,2.953367177361352,0.0,2.067357024152946
franchise,0.0006616075261901412,3.488256258181842e-05,2.9426827389173327,0.0,2.0598779172421326
fanart art,0.000480683660388727,2.5454237679108048e-05,2.9383234233419158,0.0,2.056826396339341
yiff,0.0004646482857893698,2.477458801105083e-05,2.9314584727189903,0.0,2.0520209309032933
martial arts,0.00030334485141326697,1.6197162007775367e-05,2.9300283953832205,0.0,2.051019876768254
conan,0.0003504866148305129,1.8765132210994442e-05,2.927316995079972,0.0,2.04912189655598
momo,0.0007870035841337217,4.220400050042481e-05,2.925715545065755,0.0,2.048000881546028
yu gi,0.0003105138404070449,1.690540494443883e-05,2.91058949176097,0.0,2.037412644232679
gi oh,0.0003105138404070449,1.690540494443883e-05,2.91058949176097,0.0,2.037412644232679
visual,0.0014817693741907073,8.124946728521349e-05,2.9034667478029808,0.0,2.0324267234620863
panels,0.0007199370089741242,3.9542256020325066e-05,2.9017914578364405,0.0,2.031254020485508
carrd co,0.0002542568774419952,1.4232570004314208e-05,2.8828054512170076,0.0,2.017963815851905
sims,0.0003563169436231135,2.0156074220093448e-05,2.8723102521374253,0.0,2.0106171764961975
aiイラスト,0.0003478684896377813,1.9899006321974913e-05,2.8611499701976575,0.0,2.00280497913836
legend zelda,0.0003625692135108973,2.0756587135379997e-05,2.860347199358769,0.0,2.0022430395511384
looking friends,0.00025558077629073215,1.4663235951203473e-05,2.8581886755862334,0.0,2.0007320729103633
comics,0.0031892306421565345,0.00023546244585935457,2.6059831601677677,0.571182131767273,1.9955428516476192
hentaicommunity nsfw,0.0002561417295391331,1.4866853557196587e-05,2.8465904449624837,0.0,1.9926133114737385
videogame,0.0004075058046844311,2.3824752576627672e-05,2.839326160837554,0.0,1.9875283125862877
convention,0.000799034849306626,4.6942505323802136e-05,2.834478993960375,0.0,1.9841352957722624
scifi,0.000565418133131618,3.329503880222294e-05,2.832154288523583,0.0,1.9825080019665078
nnn,0.0006023858193610541,4.9395629882363096e-05,2.501034321148385,0.7385095953941345,1.9722769034221097
gojo,0.0005068149963540275,3.0320232558753777e-05,2.8163277065894334,0.0,1.9714293946126034
black clover,0.00043831221715530887,2.6235765164897394e-05,2.8158043350390614,0.0,1.9710630345273428
nostalgia,0.0005819894372946386,3.486776214519896e-05,2.814886920890749,0.0,1.970420844623524
chainsaw,0.0008825483660160661,5.290422492112172e-05,2.814328614232521,0.0,1.9700300299627647
rpgs,0.0005835601835414535,3.522378500522282e-05,2.8074233563088833,0.0,1.9651963494162181
deviantart com,0.0004365666578489596,2.643070702251827e-05,2.80441104004276,0.0,1.963087728029932
kingdom hearts,0.0003845545516695544,2.33845424537623e-05,2.800006414320912,0.0,1.9600044900246383
nintendo,0.0008553675179048375,5.2197318197586276e-05,2.796498305142125,0.0,1.9575488135994874
stay night,0.0003004183647085773,1.836700943100945e-05,2.794614850921747,0.0,1.9562303956452227
fanart,0.00717405178692581,0.0004389524982670056,2.793834460068862,0.0,1.9556841220482033
pussy,0.006799620251941452,0.0004198399408946471,2.784748275287788,0.0,1.9493237927014515
hentai hentaicommunity,0.0002420238433836575,1.4945615147277851e-05,2.784612014331032,0.0,1.9492284100317223
